TransectID,QuadratID,SpeciesID,PerCover
110,438,139,60
110,439,65,40
110,439,139,60
110,440,65,50
110,440,114,10
110,440,139,80
111,441,48,30
111,441,65,1
111,441,662,
111,442,48,70
111,442,65,1
111,442,66,1
111,443,26,25
111,443,48,10
111,443,66,1
111,444,26,5
111,444,48,30
111,444,65,1
111,444,66,2
112,445,48,40
112,445,65,1
112,445,66,3
112,446,48,60
112,446,65,1
112,446,66,2
112,447,48,70
112,447,65,1
112,447,66,3
112,447,129,20
112,448,26,5
112,448,48,20
112,448,65,1
112,448,66,5
112,448,129,10
113,449,5,60
113,449,15,5
113,449,27,20
113,449,43,15
113,449,55,15
113,449,96,15
113,450,5,60
113,450,27,1
113,450,37,15
113,450,96,20
113,450,124,30
113,451,5,40
113,451,6,1
113,451,7,1
113,451,27,5
113,451,29,5
113,451,37,10
113,451,43,10
113,451,55,2
113,451,108,30
113,451,124,5
113,451,148,1
113,452,5,40
113,452,12,10
113,452,27,2
113,452,29,3
113,452,55,5
113,452,96,5
113,452,108,15
113,452,117,15
113,452,120,8
113,452,123,10
113,452,134,1
114,453,5,60
114,453,15,5
114,453,20,10
114,453,27,10
114,453,55,15
114,453,56,10
114,453,79,10
114,453,96,15
114,453,124,10
114,454,5,20
114,454,27,15
114,454,55,20
114,454,75,35
114,454,96,50
114,454,124,30
114,455,5,50
114,455,27,30
114,455,39,10
114,455,6,25
114,455,124,30
114,456,5,10
114,456,27,30
114,456,55,35
114,456,69,10
114,456,96,50
114,456,124,5
115,457,91,10
115,457,107,40
115,457,109,10
115,457,124,20
115,457,144,5
115,458,25,20
115,458,75,50
115,458,91,15
115,458,96,20
115,458,107,40
115,458,109,1
115,458,124,25
115,458,135,1
115,459,71,5
115,459,75,5
115,459,91,30
115,459,96,20
115,459,107,50
115,459,124,25
115,459,145,20
115,460,12,5
115,460,25,5
115,460,91,60
115,460,96,10
115,460,107,90
115,460,135,20
115,460,145,20
116,461,7,10
116,461,27,10
116,461,38,10
116,461,56,20
116,461,71,5
116,461,91,40
116,461,96,10
116,461,124,15
116,461,16,5
116,461,49,5
116,461,116,5
116,462,7,10
116,462,25,5
116,462,27,15
116,462,56,12
116,462,75,10
116,462,91,40
116,462,124,25
116,462,145,5
116,462,16,10
116,462,116,20
116,463,13,30
116,463,27,5
116,463,56,20
116,463,62,10
116,463,75,10
116,463,91,25
116,463,156,10
116,463,109,3
116,463,145,5
116,463,16,10
116,464,13,15
116,464,27,5
116,464,56,10
116,464,75,5
116,464,91,25
116,464,156,10
116,464,109,5
116,464,16,2
116,464,49,1
117,465,25,10
117,465,59,10
117,465,91,10
117,465,107,30
117,465,113,40
117,465,124,5
117,466,75,0
117,466,107,15
117,466,113,40
117,466,124,15
117,466,135,5
117,467,91,10
117,467,107,5
117,467,113,70
117,467,136,5
117,468,25,5
117,468,75,50
117,468,91,10
117,468,113,20
117,468,124,5
117,468,98,5
118,469,25,5
118,469,27,25
118,469,75,40
118,469,75,5
118,469,109,40
118,469,111,10
118,469,113,5
118,469,124,5
118,470,25,5
118,470,65,5
118,470,75,10
118,470,91,5
118,470,109,20
118,470,111,30
118,470,113,15
118,470,124,5
118,471,27,5
118,471,109,80
118,471,111,10
118,471,113,10
118,471,124,5
118,472,109,50
118,472,111,5
118,472,113,5
119,473,48,15
119,473,129,100
119,474,48,20
119,474,129,100
119,475,48,60
119,475,29,100
119,476,48,15
119,476,129,100
120,477,48,5
120,477,129,100
120,478,48,50
120,478,129,95
120,479,48,40
120,479,129,100
120,480,48,1
120,480,129,100
121,481,10,5
121,481,27,10
121,481,86,20
121,481,88,100
121,482,59,5
121,482,86,10
121,482,88,80
121,483,86,1
121,483,88,100
121,484,76,10
121,484,86,10
121,484,88,70
122,485,20,75
122,485,41,30
122,485,76,1
122,485,96,25
122,486,20,100
122,487,20,100
122,488,11,20
122,488,20,90
123,489,20,60
123,489,21,40
123,489,124,5
123,490,20,100
123,491,20,60
123,491,21,40
123,492,20,80
123,492,91,20
124,493,20,70
124,493,27,5
124,493,89,25
124,494,20,90
124,494,27,5
124,494,89,40
124,494,138,20
124,494,142,15
124,495,20,70
124,495,89,20
124,496,20,60
124,496,89,20
124,496,142,10
124,496,49,2
125,497,65,90
125,497,138,40
125,498,65,80
125,498,138,60
125,499,65,60
125,499,138,50
125,500,65,70
125,500,138,40
126,501,65,50
126,501,138,80
126,502,65,30
126,502,138,90
126,503,65,40
126,503,38,80
126,504,65,80
126,504,138,50
127,505,26,200
127,505,65,5
127,505,66,10
127,505,129,15
127,506,26,100
127,506,65,10
127,506,66,5
127,506,129,20
127,507,26,100
127,507,65,15
127,507,66,15
127,507,129,40
127,508,26,100
127,508,65,15
127,508,66,30
127,508,129,80
128,509,26,100
128,509,66,25
128,509,129,40
128,510,26,100
128,510,66,5
128,510,129,15
128,511,26,40
128,511,129,10
128,512,26,60
128,512,129,1
129,513,3,15
129,513,5,10
129,513,6,5
129,513,20,5
129,513,27,15
129,513,96,80
129,513,124,5
129,514,3,15
129,514,6,1
129,514,20,20
129,514,27,15
129,514,41,5
129,514,96,80
129,514,124,5
129,515,3,30
129,515,25,5
129,515,27,15
129,515,44,5
129,515,76,5
129,515,96,65
129,516,3,20
129,516,5,5
129,516,11,5
129,516,20,15
129,516,25,12
129,516,27,10
129,516,30,5
129,516,96,50
130,517,15,5
130,517,20,30
130,517,27,5
130,517,87,25
130,517,96,40
130,518,7,1
130,518,20,30
130,518,27,5
130,518,87,20
130,518,96,30
130,519,20,30
130,519,27,5
130,519,88,40
130,519,96,35
130,520,7,1
130,520,20,50
130,520,27,1
130,520,96,50
131,521,25,5
131,521,91,50
131,521,135,10
131,521,142,50
131,522,11,10
131,522,25,
131,523,25,10
131,523,91,100
131,523,124,10
131,524,11,10
131,524,25,5
131,524,91,100
132,525,3,10
132,525,27,1
132,525,32,30
132,525,56,40
132,525,91,40
132,525,96,30
132,525,49,5
132,526,3,80
132,526,38,20
132,526,40,40
132,526,56,5
132,526,124,5
132,527,3,40
132,527,27,60
132,527,38,10
132,527,40,40
132,527,120,10
132,527,52,15
132,528,13,5
132,528,27,10
132,528,40,10
132,528,56,5
132,528,91,50
132,528,135,10
133,529,65,10
133,529,140,100
133,530,140,80
133,531,65,30
133,531,140,80
133,532,65,20
133,532,140,100
134,533,140,90
134,534,140,90
134,535,65,20
134,535,140,100
134,536,65,5
134,536,140,80
135,537,26,100
135,537,65,30
135,537,66,3
135,538,26,100
135,538,65,85
135,539,26,100
135,539,65,100
135,540,26,100
135,540,65,100
136,541,26,100
136,542,26,100
136,542,65,5
136,543,26,100
136,543,65,20
136,544,26,100
136,544,65,30
137,545,11,40
137,545,20,90
137,545,27,15
137,545,86,4
137,546,11,15
137,546,14,2
137,546,20,90
137,546,42,5
137,546,96,10
137,546,104,20
137,546,137,5
137,547,11,10
137,547,14,4
137,547,20,60
137,547,27,20
137,547,42,5
137,547,96,10
137,547,137,20
137,547,49,3
137,547,162,2
137,548,11,10
137,548,20,80
137,548,27,20
137,548,42,10
137,548,96,20
137,548,104,10
137,548,124,40
138,549,11,1
138,549,20,60
138,549,27,10
138,549,94,5
138,549,96,15
138,550,14,10
138,550,20,70
138,550,27,10
138,550,96,20
138,551,11,5
138,551,20,50
138,551,94,3
138,551,96,40
138,552,11,5
138,552,20,65
138,552,27,8
138,552,96,35
138,552,104,10
138,552,148,1
139,553,91,100
139,554,27,1
139,554,91,70
139,554,140,40
139,554,90,5
139,555,11,10
139,555,27,1
139,555,32,5
139,555,91,80
139,555,140,5
139,556,27,10
139,556,91,60
139,556,140,30
139,556,90,5
140,557,20,10
140,557,91,100
140,557,90,20
140,558,20,20
140,558,91,80
140,558,90,35
140,559,91,100
140,559,90,10
140,560,20,5
140,560,91,80
140,560,90,10
140,560,116,5
141,561,140,70
141,562,65,50
141,562,140,60
141,563,140,95
141,563,98,5
141,564,65,40
141,564,140,80
142,565,140,80
142,565,98,10
142,566,65,1
142,566,140,90
142,567,65,1
142,567,140,50
142,568,65,2
142,568,140,80
142,568,98,5
143,569,26,100
143,569,48,5
143,569,66,10
143,570,26,100
143,570,48,5
143,570,66,5
143,571,26,100
143,571,66,5
143,572,26,100
143,572,66,3
144,573,26,100
144,573,48,10
144,573,66,5
144,573,129,5
144,574,26,100
144,574,48,10
144,574,66,10
144,574,129,2
144,575,26,100
144,575,48,3
144,575,66,2
144,576,26,100
144,576,48,1
144,576,66,2
144,576,129,2
